mof_id,LCD,PLD,LFPD,density,ASA,GSA,VSA,PV,VF,GPV,n_atoms,average_mass,heat_capacity_300K,dimension,catenation,metal_type,has_OMS,topology,water_classification,is_synthetic_demo
demo_00020,4.380488386648937,3.157765781101858,3.997868762417911,1.5199688789902837,694.9344060359188,1015.5141766784668,1729.9661048311866,2323.983326749456,0.85,0.702669478481442,839,12.461893568129433,1.0475633782213591,2,1,Cr,No,sql,weak,True
demo_00021,3.0,2.5,2.945555217076339,1.010514745148507,351.2420488175034,640.7970559849609,719.5354796412056,2456.3390889588622,0.85,0.7912878163799311,403,10.506985044905619,0.8718094829694261,3,1,Co,No,pcu,weak,True
demo_00022,5.670599180381405,5.203241468954911,5.493760298283206,1.2338859852587047,336.968184864317,437.4725700044647,586.3785687894411,2561.335323938492,0.85,0.5998566818667285,577,17.448896990938035,0.9423297277909422,3,3,"Cr,Mn",No,apo,none,True
demo_00023,5.544936100038632,3.2868393804486855,5.007357360132406,1.8489385666483091,388.8163726485604,475.2126692887142,904.3185697234888,2637.2641278214733,0.85,0.7303637430916027,287,11.394657321961091,0.8587889794777804,3,1,Tb,No,dia,strong,True
demo_00024,5.998229706461526,5.420473597720708,5.599706034805966,1.146337321991338,121.3681131751202,696.4202771498756,732.4331878500786,2703.2515209921467,0.85,0.47805220345190075,100,9.882204332201034,1.002466200288892,3,1,Eu,Yes,qtz,weak,True
demo_00025,15.69151544643584,13.327543558301496,14.854704589900452,1.397187052615062,679.5827749057631,1086.709769323175,1636.5792890273176,2511.750974665224,0.85,0.7476816643944033,212,16.496224671707868,0.7959082434495143,3,1,Cu,Yes,sql,weak,True
demo_00026,10.178709888651749,8.7576663301452,9.52790098132868,1.3321472622551376,191.11187103053177,604.742009328899,829.4396853411818,2675.3957284730145,0.85,0.7134549463816224,441,10.379629238888782,0.6780572394304509,2,1,Ni,No,dia,none,True
demo_00027,8.105399618263544,6.841925919625052,7.390030736523405,0.9441239269064177,276.1680370736386,633.8078723379418,584.8956601321089,2572.769535758741,0.85,0.7723493216308572,776,9.682027117509229,0.958590974490418,2,1,Zn,No,qtz,none,True
demo_00028,3.3836717449789737,2.5,3.1154637469116726,1.5207066061096506,368.88870996712996,629.27955841397,863.6321646526812,3269.6596964361165,0.85,0.6842344564030228,238,7.491383591064716,0.7575833760963144,2,1,Zn,No,fcu,weak,True
demo_00029,4.235505254192511,3.3208711035777223,3.8223577204924766,0.8526047168149349,420.2991708546932,648.0192248164932,529.1677087231875,2126.242110009308,0.85,0.7875544590145582,885,8.719295914350631,0.7456908806820347,2,3,Mg,No,qtz,strong,True
demo_00030,5.220419154854791,4.332934485220233,4.746967418969755,1.6189579252554613,562.8491223656292,762.530094300942,1297.9854833289598,2787.0879590719005,0.85,0.6000515192282129,582,9.062442637669342,1.0317915921376486,3,1,Cr,No,apo,strong,True
demo_00031,3.7146944903130064,3.0679800839392906,3.442147399289813,0.9443921621768081,311.19171920783856,483.3889615986138,423.6751066956605,2286.900143510238,0.85,0.7165606912050547,332,14.484190089261812,0.995953546142941,3,1,V,Yes,apo,weak,True
demo_00032,7.030320270685175,4.573077014737145,6.903753601602456,0.9827112978123669,696.6500119838647,1003.5591903919293,1049.1830083183931,2518.6832628996312,0.85,0.7141918307917198,567,7.923710778592094,0.8388999122985644,3,1,Co,No,dia,none,True
demo_00033,6.543383749829708,4.037360516114972,6.233644507304123,0.7690292617306229,417.41277860069914,733.1393628378777,622.9589938170095,2736.7439076058154,0.85,0.5588266726328779,634,4.568644496392691,0.5145444247263058,3,1,Co,No,dia,weak,True
demo_00034,3.1767101062114858,2.5,2.9938897695327267,0.8265092062141735,303.9381844468181,1310.4096064395737,1060.9110474385968,3008.7570454639276,0.85,0.7804970432923471,623,13.212919202245951,0.9439888167089348,3,1,Ni,No,qtz,none,True
demo_00035,9.958319719947424,7.245100404007623,9.621890778216768,1.0006324871850125,83.62499127889114,506.8143803189967,466.81587331122233,3286.607167530562,0.85,0.732420109009567,781,9.46419483134283,0.959500584707623,2,1,Cu,No,pcu,none,True
demo_00036,5.761254043545384,4.391797484127728,5.497106629720342,0.35,580.6261651422373,1114.7705578014798,364.77928432863354,2669.3676205213974,0.85,0.7620596063983515,602,11.934932328495082,0.9420173601836364,3,1,Zn,No,fcu,weak,True
demo_00037,3.0,2.5790149021742685,2.739454178026688,1.068333680588541,697.1535999090203,1071.095987557027,1132.246843654565,2367.648372863061,0.85,0.5907809402714788,43,17.129663903064927,0.9365024189076655,3,1,Ni,Yes,fcu,weak,True
demo_00038,5.335211729405042,4.452461810999312,4.92046483465598,0.972209016965469,152.55994414970885,674.4295180539573,723.4572690400203,3049.2584031204374,0.85,0.7535266263884952,351,12.28617898463466,0.8582332993424832,3,2,Cu,Yes,tbo,strong,True
demo_00039,6.300337654801132,5.041377058493645,5.810500490319457,1.4265038845141411,305.4829000774319,678.0866650273891,1023.9473184332028,2322.504873555401,0.85,0.5745919966141095,819,18.038484461691365,0.8307437027478892,3,2,Cd,No,tbo,none,True
demo_00040,8.903070174847333,5.764658152360446,8.546905089498965,1.2980432584248889,185.18375389974722,562.3144804514227,815.2873157060575,2687.4968570776555,0.85,0.7953963570001525,202,11.727412515871972,0.7472605756464415,3,1,Ni,No,tbo,none,True
demo_00041,4.624007708522456,3.362512673545766,4.375062400440343,0.902326899115246,308.94739661908153,564.8392864472978,585.4100511811731,3119.556904503193,0.85,0.4756420263643766,459,16.02782592542604,0.7963123989175845,3,1,Er,No,fcu,weak,True
demo_00042,8.281044714804892,5.582345598005916,7.7739011667100915,0.9895072342009326,323.807787321933,764.8666910495311,719.484619764847,2554.843098924981,0.85,0.6780237660998157,460,9.810291071651413,0.9185781591930207,3,2,Mg,No,bcu,none,True
demo_00043,6.010878995749058,3.828469645850834,5.744380167422779,1.0678836865176857,223.9609274677467,769.5531165341995,882.363783338631,2750.1466524576804,0.85,0.5056614338578592,509,12.430762601542279,0.9205512341074016,3,1,Co,No,sql,weak,True
demo_00044,3.0,2.5,2.9910347357347673,1.670084794066547,63.14061644694331,412.48184127294377,700.3351512187489,2192.426274319025,0.85,0.7118692789314595,784,8.268127989518174,0.974778945890438,3,1,Er,No,qtz,weak,True
demo_00045,3.0,2.5,2.794258036816763,0.8621933618402453,476.1749699934509,1269.5711711316899,1120.1964775943493,2111.358911177983,0.85,0.5911540232491729,495,8.743203570994424,0.7112282493555855,3,1,Eu,No,pcu,weak,True
demo_00046,9.595362751733013,6.186735056729609,9.134972865310576,0.898083767267271,361.9620454375752,707.9062914241263,623.9310731875088,3297.510150184856,0.85,0.763517801765553,20,11.101334281510043,0.6808929226363911,3,1,Co,No,qtz,none,True
demo_00047,9.954175279085733,7.5811383254006905,9.436926484631028,0.7549955469339971,623.8956677843194,779.4347009877814,580.0122730656109,2268.092007437628,0.85,0.7642188537078222,233,6.685863781745516,0.8344353865102256,2,2,Cu,No,dia,none,True
demo_00048,6.4330876358988345,3.68649151654386,6.250801614996676,0.6312861821973352,193.95965532725359,627.2277646490428,423.30938624395844,2467.825022117942,0.85,0.5926505569913174,575,12.637439886955464,0.7576062825465593,3,1,Mg,No,tbo,weak,True
demo_00049,11.563497398267426,7.517340050560427,11.25161861982073,1.2574512682689232,359.1876167181924,706.2579013997964,937.1078276595255,2683.4732311470843,0.85,0.7428938041669194,708,10.78896007122181,0.9023184947785434,3,1,Zn,Yes,qtz,strong,True
demo_00050,9.284115457550282,5.260052193843049,9.032581587227067,1.2210161658756233,375.07746323320947,686.2668155262742,820.8705377613405,2517.451300451696,0.85,0.6990865382342202,589,12.93831972446779,0.7228148058952121,3,1,Cu,No,tbo,none,True
demo_00051,7.704575435129482,6.066001962704801,7.0893801721459,1.598966648492373,462.0217191179649,764.3553063184427,1136.1925447554795,2164.107301530815,0.85,0.6125327557422622,664,6.747236061897956,1.0216278571108077,3,1,Zn,Yes,tbo,strong,True
demo_00052,3.4706581884247414,2.6384989489223534,3.2794572466899976,1.5144931527044252,289.4775757902828,761.7902197058148,1205.136476589811,2291.0655079703365,0.85,0.5842003909442928,231,14.806929242604365,0.7813527569872493,3,2,Eu,No,bcu,none,True
demo_00053,13.009949039822576,8.779993195700524,12.764288275108608,1.9889908500861326,206.91381743380273,942.0705966790355,2032.7574520256758,2669.1457765767195,0.85,0.5390036766995351,104,18.79045466188557,1.071120908955939,3,1,Cd,No,nbo,weak,True
demo_00054,7.157428125561857,4.32676408987856,6.714762790343474,1.1241445313606164,647.8745026105754,814.9883861617308,952.4956601216085,2599.472009160414,0.85,0.4889908739712131,854,17.946132397023728,0.9429162220614234,2,2,Mg,No,pcu,weak,True
demo_00055,4.513534785399234,4.082177792095015,4.50642827781884,1.0588146526713273,751.5273303790786,919.9422644878907,877.5324974398027,3057.6971508138636,0.85,0.6434021853248716,515,19.615626118139566,0.7533721539986997,3,1,Eu,No,tbo,weak,True
demo_00056,3.919111607380085,3.002922096874656,3.6701644420396935,0.6949207792033242,348.43690864017896,762.8416192028044,514.5179293323226,2437.5296454979516,0.85,0.6511137826056734,669,12.169723978332556,1.1313694018424587,3,2,Ni,No,nbo,weak,True
demo_00057,6.223869943913173,4.9870123793177505,5.911224310399486,1.3938023586167139,453.95518070510167,815.875562123296,1244.796481861482,3238.901778289172,0.85,0.6184663438765161,862,10.590688586653604,0.9118542777541015,3,2,Mn,No,apo,weak,True
demo_00058,3.0,2.5,2.8423576784407643,1.1914869845062186,121.25189409102714,711.9127498096802,920.8751005026704,2400.5832053664694,0.85,0.790703041102569,180,13.950334159480148,0.8999343287402508,3,1,Zn,Yes,dia,weak,True
demo_00059,7.7666322275791035,6.589345157268237,7.326779731240405,1.3779432067537392,180.43049785194222,985.6845815542828,1225.930482304359,2462.4057886584137,0.85,0.4721546398694769,786,11.047120923349613,0.8721745537152296,3,2,Zn,Yes,apo,none,True
demo_00060,3.398093682123605,2.9959653769338956,3.345637774920489,0.7513065232665599,170.26107405479675,835.9769344935034,639.1127494506919,3250.3744947933255,0.85,0.75660368639204,342,5.038251403566768,0.9359863986324335,2,1,Cd,No,sql,weak,True
demo_00061,6.588357356625184,4.556527061530555,6.031822496322784,1.2730614661593447,487.14849010145196,730.2235320071618,938.2923649739732,3111.6163065183728,0.85,0.7397792919912463,570,15.27719805489059,0.9430504733767159,1,1,Ni,No,pcu,none,True
demo_00062,4.217277726243696,3.3962132499654,4.034949925852762,1.2218198662838795,223.65728731367696,723.6597703987095,939.947539544252,2444.1341565012094,0.85,0.7254758140463664,360,11.06239248169742,0.776203125776188,2,1,Mn,No,fcu,none,True
demo_00063,4.796040317611,3.0457655431135677,4.613120096403337,1.1986622639627902,206.81366009921464,740.9673449256607,827.1035035698549,2543.9879811539904,0.85,0.645971206209419,194,6.130588897020599,0.8543738259363658,3,1,Cr,No,apo,weak,True
demo_00064,3.7492096719259704,2.9663235811393434,3.69342942084969,0.9108569321333165,120.25729924867767,771.697663208947,741.8146991572575,3113.8818510318097,0.85,0.5322208285907066,793,9.966870938977607,0.8938841149300573,2,3,Cd,No,bcu,none,True
demo_00065,5.049985057689877,3.523311869546953,4.852631722397803,1.5662636269936894,124.95297687347028,752.6005577318375,1339.9436381036085,2149.7640286226483,0.85,0.7608789853829689,325,11.153359389998558,0.9499288557584755,1,2,Mn,No,tbo,weak,True
demo_00066,14.079076695959651,7.778819286271941,14.022789036982289,1.8676076526423038,278.5032443722092,642.0548358535009,1190.6376955127284,2415.7122965978033,0.85,0.7206621825515225,41,12.047330072948938,0.9519627132476769,3,1,Mn,No,nbo,none,True
demo_00067,10.941138000027891,9.885813940390564,10.801274929926645,0.7613795907958345,493.8670316940269,933.2781221590174,699.4506125593213,2717.7340247747393,0.85,0.750659212889365,152,12.0953799891101,0.8997450153008756,3,2,Co,No,qtz,none,True
demo_00068,6.535438712030081,5.694480495080667,6.109811696716654,1.4021553928575352,526.0064706205471,947.1767183605974,1204.6674847333463,3096.852825537682,0.85,0.5476677749128663,866,17.47607898037809,0.8139612453253007,3,1,Zn,No,bcu,weak,True
demo_00069,5.405153591345159,3.5544804783408286,5.329430873309104,0.35,544.6233038950252,1157.4485043381642,370.40906356665363,2759.886259375338,0.85,0.6559874976553383,743,6.845838043470396,0.8078089707416516,3,1,Ni,No,sql,weak,True
demo_00070,8.348656229777168,7.673836068769528,8.313990784172905,1.3840134823188603,298.2049357712363,632.2014636581525,991.2535460948842,2664.4680302404126,0.85,0.6089261412447203,604,11.391423308399565,0.7370213916390496,3,2,Cu,Yes,pcu,strong,True
demo_00071,9.630982033145973,6.427112964501202,8.915589972677424,0.4954458842103857,617.3462782824087,911.6165195334632,516.6389619715205,3266.6999000327846,0.85,0.6849882879809974,705,8.484144629691723,0.9511121397256522,3,1,Co,No,bcu,none,True
demo_00072,3.6149962161290894,2.601974318072682,3.474086847230229,0.9662614282352596,121.67758659553755,344.9897904178099,300.48546052633776,2188.4232525424295,0.85,0.7233866158022297,590,17.02467300497342,0.8060827487063232,3,2,Gd,No,nbo,weak,True
demo_00073,5.266050054145993,4.5549534069051765,4.8878443995161795,0.6904413683860122,299.75637219118613,947.3894743048153,735.9926442411091,3034.5840552445143,0.85,0.5265632252712956,821,9.754183574377494,0.8569894602959289,3,1,Cu,No,rtl,none,True
demo_00074,3.0,2.5,2.8948701837246653,1.0745359767677114,332.5368196592075,444.5519346984193,450.69295599193026,2201.9694433447917,0.85,0.5266729989190835,107,10.62468064994242,0.908529268837298,3,1,Zn,No,tbo,none,True
demo_00075,9.597964599708076,6.878860318948088,8.72804617204324,1.44357779442874,346.8844167208302,548.4471572140972,823.6641163431877,2974.354985622513,0.85,0.4823263378191829,75,16.198781461445513,0.8804721001873229,2,1,Cu,No,pcu,weak,True
demo_00076,15.37145362961456,12.239785138371614,14.96286198001097,0.4999403576955419,405.47319473464603,838.0895723834801,448.12970079633965,2732.43926366747,0.85,0.5209429130325851,631,17.299099289775484,0.8793266419925475,3,1,Cu,Yes,rtl,strong,True
demo_00077,5.69757879796035,3.4087075332186463,5.367016573601132,1.0241821086695264,215.36058555783893,628.2702122070913,636.8770583872824,2377.423918732486,0.85,0.5491588980740875,868,17.890494151521793,0.7714045696825274,3,1,Cd,No,fcu,none,True
demo_00078,3.0,2.5,2.876192153602931,0.9703209309143801,146.9129940031296,598.1622277993597,599.1258026875942,2732.7547862332385,0.85,0.49215631689381534,531,5.427547617366392,0.9122635070064513,2,1,Mn,No,dia,none,True
demo_00079,7.421975475155633,4.931766709076548,6.69897293936587,1.703367039355156,115.99619316928742,658.3404750503639,1185.1866603973192,3161.255510992523,0.85,0.5884349246677408,870,13.931656410752176,0.8424605611086513,3,1,Eu,Yes,bcu,strong,True
demo_00080,3.483213951732361,2.7879870640668565,3.3771296944992923,1.3011163527475997,691.043126587029,925.5177182220756,1142.1674289975208,2642.034181872389,0.85,0.697056540383492,372,13.080467778686778,0.8696319463051788,3,2,Cd,No,rtl,none,True
demo_00081,3.928765597318263,2.5,3.7307524144558215,0.737974010354302,316.47375302985745,559.7641127880964,474.4619372313153,2048.387671475057,0.85,0.7371448634330111,613,11.795095417813142,1.0189562189279193,3,1,Co,Yes,dia,weak,True
demo_00082,7.4878985811197625,4.763132013108341,7.207290336338735,0.98504696733936,137.12237188019898,753.0859298710421,705.453671478972,2112.1721502844694,0.85,0.585077529371822,467,12.266272444396089,0.9406381832719771,2,1,Er,No,bcu,none,True
demo_00083,6.216935265632803,5.0556689251471365,5.791490474039146,1.694636483434936,177.93017649415813,681.695617401346,1042.6894539448786,2846.612146244022,0.85,0.4960004653071801,795,17.14309575583347,0.8115033273467565,3,1,Cu,No,bcu,weak,True
demo_00084,4.288536842157254,2.606585630312215,3.922218676546278,1.4000278608709085,326.8117342215443,945.375969692383,1503.6500314622403,2904.3627414489597,0.85,0.7256865908938588,589,16.154356908178467,0.8621303289292237,2,1,Zn,No,apo,strong,True
demo_00085,3.9558566764738314,2.793416827029532,3.732520457558986,0.8286182881581023,317.95812790944416,951.5427858982255,794.2073030188352,2552.262981897475,0.85,0.6005024540456746,405,15.587652906624008,1.0719324285416207,3,1,Zn,Yes,fcu,strong,True
demo_00086,5.829423017409178,4.7437854768876235,5.796766077426303,1.0565253115659188,192.85546735164795,361.23800456405525,381.52539680517737,2349.5449936030964,0.85,0.5529853823183847,235,12.827656793929831,0.8431141057646072,3,1,Cr,No,dia,none,True
demo_00087,4.46052835268793,3.7166161637577786,4.116083688865361,1.0677117980571482,427.4298641359109,994.9240721281493,1029.2738237579247,2952.857400000484,0.85,0.6275349316520982,295,21.08236311366557,0.8847857491812001,3,1,Ni,No,rtl,strong,True
demo_00088,3.1436402169249757,2.5,3.041735665072564,0.961706325495468,484.04392038747136,630.6337005790615,549.7526423031137,2427.8054975384352,0.85,0.797253853865194,85,10.397508624048093,0.9596974682388953,3,3,Cu,No,rtl,none,True
demo_00089,4.63538106013962,4.0107095782301005,4.194947336124453,0.5514257452874086,533.9707076948304,816.9842836912683,435.25295148231623,2134.3647719429864,0.85,0.5941975444603038,155,5.536154332302313,0.905822978548411,3,1,Mn,No,rtl,weak,True
demo_00090,6.486974943340614,5.30550058436535,6.304106980391036,0.912832399613511,439.7787079334454,558.4400771156747,508.9083876129656,2562.2534378672854,0.85,0.7937140452914806,467,10.939023940585608,0.8352618257623589,3,1,Zn,No,bcu,none,True
demo_00091,5.007557476576836,3.3828003592353686,4.626200520665329,1.636219757052881,638.3509802018193,846.6496125961523,1426.9779956447167,2727.401708827153,0.85,0.5535775142911296,47,12.230950979422673,0.790789532529025,3,1,Mg,No,pcu,none,True
demo_00092,3.0,2.5,2.8354551180687997,1.0165994295285885,1054.3507493493873,1326.2967697966424,1367.7431457667954,3271.176716599082,0.85,0.5033852184064261,434,17.212736390871424,0.8787881269920139,3,1,Ni,No,tbo,weak,True
demo_00093,8.975802188260786,7.355405826759471,8.408309877940534,1.1138612293386783,662.934645897866,792.9764234827073,989.0447559969114,2795.082683862934,0.85,0.5209407930208134,56,9.956087745935456,0.9589623213236653,2,1,Co,No,qtz,none,True
demo_00094,3.0,2.5,2.7338521029952068,1.1991839763987509,244.41520196993042,663.8335021178015,897.8206192981264,2305.6081863156237,0.85,0.7305857915463391,162,13.964920296116295,1.0385080247970144,2,1,Co,No,rtl,weak,True
demo_00095,4.378987014823949,3.3133081265092703,4.092418201602211,1.9263494881492438,211.8759676061025,713.9245283713809,1346.7846004566534,3101.04682086147,0.85,0.6502884595926237,628,6.091022902483711,0.7041575095605951,3,1,Cd,Yes,apo,strong,True
demo_00096,4.014451690120607,3.2992381447839993,3.753562494165895,1.1531061699959364,117.34858116672892,441.8134094076356,580.7251270448121,2411.639539551426,0.85,0.6653535651302406,45,16.32567161172279,1.0915341192995887,2,2,Co,Yes,apo,superstrong_high_loading,True
demo_00097,5.894911015330486,5.421703893076138,5.613196542065702,1.5328808737542288,639.0590389051538,1083.7719229561808,1854.391252927877,3263.0796840578387,0.85,0.7965208549297438,316,12.273277657823646,0.8453909136731261,3,1,Zn,Yes,sql,weak,True
demo_00098,7.248763509456166,5.538521650468159,7.228721789544464,0.9406369397820811,522.5445078352167,833.8342836712543,887.7959857164673,2454.7731400098573,0.85,0.639144705976448,187,10.87777571396986,0.9909792001906734,2,2,Zn,Yes,bcu,strong,True
demo_00099,9.61555792742492,8.165778070946972,9.105950206143,1.059210258824128,112.98493242108482,534.2424606144737,609.2113492740968,3199.6353932084853,0.85,0.507287102241132,67,20.526609696359838,0.7914957667349403,2,1,V,No,tbo,none,True
demo_00100,3.833574137950684,3.164160311348128,3.800768770285509,1.1543934530885998,392.386943961329,541.4099761716743,593.480100795581,3160.666309424293,0.85,0.7117951796823972,203,16.279628318440423,0.6866992690209462,2,1,Al,No,pcu,none,True
demo_00101,7.33965008147699,6.360901201667362,6.944452243956791,0.8790534703527153,536.4293825230599,768.3621234127418,640.8539968589616,3141.5907531258754,0.85,0.5381694637836787,118,7.840632485828576,0.7224464595898551,1,1,Mg,No,rtl,none,True
demo_00102,6.03701203855333,5.452473510535894,5.498234854902774,1.0786987767889646,572.2568000413617,970.0389865344672,1179.4405570987806,2090.2162324580404,0.85,0.6652229250328223,90,11.562432901375901,0.8402851900353921,2,2,Cu,No,sql,none,True
demo_00103,3.0,2.5,2.769045868582782,1.4608178275346444,232.82443829729502,511.7822200778663,767.6279384074776,3123.584209770933,0.85,0.7579887802570783,605,22.945278160017274,0.9428911783085439,3,1,V,No,pcu,strong,True
demo_00104,14.157862559971589,8.653569680767198,13.319034228812683,0.8698724036178407,260.12283909682947,1009.9500552107777,986.2499586801869,2959.657651663439,0.85,0.6297075656470833,129,19.91526714616492,0.8837430948372299,2,1,Eu,No,pcu,none,True
demo_00105,3.0,2.5,2.7976106318910556,1.1500311608372733,375.336054662821,744.8406185694812,925.2344418570929,2466.230302409383,0.85,0.5743569343065422,846,15.691852521136788,0.8499718443209633,3,1,Mg,No,qtz,none,True
demo_00106,6.751391529489272,4.835611087490019,6.660807628323404,1.3980567430795763,146.48493367908006,560.3464552984387,746.6768560067433,2664.8754938585525,0.85,0.6631858396503947,448,4.611807452184484,1.0141627982237864,3,3,Ni,No,sql,none,True
demo_00107,6.652415169385402,5.06360153412052,6.438636882315765,0.8614368829155394,379.7091662840755,662.1081061539448,568.1912293136655,2855.891676225941,0.85,0.5106634390359188,379,17.328601087920234,0.8802382985273388,3,1,Cu,No,nbo,none,True
demo_00108,6.282816650559134,5.310712944438343,6.017875582590593,1.5333948274152345,421.90485580418346,1149.681852968536,2013.173275022893,3243.009647276218,0.85,0.572071779134438,790,9.459259348926906,0.9135741604352686,3,1,Zn,Yes,apo,strong,True
demo_00109,4.274689887916209,3.8247119108818155,4.057206298656299,1.1755092178989628,148.5011302203253,459.5930659600258,488.87522249775003,3034.607721864339,0.85,0.638908547532528,704,17.294071736720063,1.2533232786204684,2,3,Al,No,tbo,none,True
demo_00110,8.278206391686329,5.83153162572288,7.779254569672669,1.0922071028312486,277.0689770969604,603.9835496918478,711.5559101089252,2586.338446426348,0.85,0.5539113956312213,390,9.109326057780322,0.8790353792000749,2,2,Ni,No,pcu,none,True
demo_00111,3.0,2.5,2.8836577319496035,0.4471482679699248,542.3462948921897,974.5683886196825,498.8312243482001,2862.911400704085,0.85,0.48084776131759205,876,13.9553181849188,0.7964985864560522,3,1,Cu,Yes,qtz,strong,True
demo_00112,5.296708583500627,3.298873261487597,4.833038509428058,1.0192356452952842,330.91927806963474,812.6205495597997,766.9916218327392,2276.9853661908514,0.85,0.6664479330034319,486,9.438869494329373,0.9377151720920204,3,1,Co,No,sql,strong,True
